Species	Symbol	Ensembl	Family	Protein	Entrez ID
Homo_sapiens	TGIF2LX	ENSG00000153779	Homeobox	ENSP00000453704;ENSP00000355119;	90316
Homo_sapiens	SATB1	ENSG00000182568	CUT	ENSP00000399518;ENSP00000341024;ENSP00000399708;	6304
Homo_sapiens	SIM2	ENSG00000159263	bHLH	ENSP00000290399;	6493
Homo_sapiens	EN1	ENSG00000163064	Homeobox	ENSP00000295206;	2019
Homo_sapiens	ZNF845	ENSG00000213799	zf-C2H2	ENSP00000388311;ENSP00000470005;	91664
Homo_sapiens	DRGX	ENSG00000165606	Homeobox	ENSP00000401653;ENSP00000363254;	644168
Homo_sapiens	MAX	ENSG00000125952	bHLH	ENSP00000452197;ENSP00000452378;ENSP00000342482;ENSP00000378104;ENSP00000480127;ENSP00000451907;ENSP00000351175;ENSP00000450818;ENSP00000452286;ENSP00000284165;ENSP00000246163;ENSP00000351490;	4149
Homo_sapiens	ZNF696	ENSG00000185730	zf-C2H2	ENSP00000427857;ENSP00000328515;	79943
Homo_sapiens	ZNF521	ENSG00000198795	zf-C2H2	ENSP00000463000;ENSP00000464415;ENSP00000382352;ENSP00000463748;ENSP00000440768;ENSP00000462724;ENSP00000354794;	25925
Homo_sapiens	ZFP62	ENSG00000196670	zf-C2H2	ENSP00000423820;ENSP00000426193;ENSP00000422987;	643836
Homo_sapiens	GLI3	ENSG00000106571	zf-C2H2	ENSP00000379258;ENSP00000496377;	2737
Homo_sapiens	ZBTB8A	ENSG00000160062	ZBTB	ENSP00000317561;ENSP00000317561;ENSP00000362609;ENSP00000362609;	653121
Homo_sapiens	ZNF791	ENSG00000173875	zf-C2H2	ENSP00000342974;ENSP00000471179;	163049
Homo_sapiens	ZFP42	ENSG00000179059	zf-C2H2	ENSP00000483363;ENSP00000317686;ENSP00000424662;	132625
Homo_sapiens	TGIF1	ENSG00000177426	Homeobox	ENSP00000339631;ENSP00000450025;ENSP00000383031;ENSP00000327959;ENSP00000385206;ENSP00000449287;ENSP00000449973;ENSP00000446838;ENSP00000384970;ENSP00000447747;ENSP00000449501;ENSP00000449531;ENSP00000448121;ENSP00000384133;ENSP00000449580;ENSP00000483499;ENSP00000449722;ENSP00000343969;ENSP00000448934;	7050
Homo_sapiens	ZNF557	ENSG00000130544	zf-C2H2	ENSP00000404065;ENSP00000252840;	79230
Homo_sapiens	MEIS3	ENSG00000105419	Homeobox	ENSP00000454073;ENSP00000475941;ENSP00000333552;ENSP00000453307;ENSP00000452854;ENSP00000453934;ENSP00000388667;ENSP00000453757;	56917
Homo_sapiens	ZNF565	ENSG00000196357	zf-C2H2	ENSP00000306869;ENSP00000347234;ENSP00000465906;ENSP00000376013;	147929
Homo_sapiens	AC002310.5	ENSG00000261459	zf-C2H2	ENSP00000454241;	-
Homo_sapiens	DLX1	ENSG00000144355	Homeobox	ENSP00000354478;ENSP00000448827;ENSP00000354865;	1745
Homo_sapiens	OLIG1	ENSG00000184221	bHLH	ENSP00000371785;	116448
Homo_sapiens	GCFC2	ENSG00000005436	GCFC	ENSP00000318690;ENSP00000386552;	6936
Homo_sapiens	ZNF124	ENSG00000196418	zf-C2H2	ENSP00000440365;ENSP00000340749;	7678
Homo_sapiens	ZBTB5	ENSG00000168795	ZBTB	ENSP00000307604;ENSP00000307604;	9925
Homo_sapiens	ZNF554	ENSG00000172006	zf-C2H2	ENSP00000321132;	115196
Homo_sapiens	ZBTB38	ENSG00000177311	ZBTB	ENSP00000406955;ENSP00000406955;ENSP00000424254;ENSP00000424254;ENSP00000426387;ENSP00000426387;ENSP00000490370;ENSP00000422894;ENSP00000426288;ENSP00000490041;ENSP00000372635;ENSP00000425705;ENSP00000422757;ENSP00000421037;	253461
Homo_sapiens	ZNF600	ENSG00000189190	zf-C2H2	ENSP00000344791;	162966
Homo_sapiens	BSX	ENSG00000188909	Homeobox	ENSP00000344285;	390259
Homo_sapiens	BHLHE41	ENSG00000123095	bHLH	ENSP00000242728;	79365
Homo_sapiens	ZSCAN23	ENSG00000187987	zf-C2H2	ENSP00000289788;	222696
Homo_sapiens	HOXA1	ENSG00000105991	Homeobox	ENSP00000494260;ENSP00000343246;	3198
Homo_sapiens	MLX	ENSG00000108788	bHLH	ENSP00000464697;ENSP00000246912;ENSP00000416627;ENSP00000320913;	6945
Homo_sapiens	TSC22D1	ENSG00000102804	TSC22	ENSP00000481585;ENSP00000261489;ENSP00000483407;ENSP00000397435;	8848
Homo_sapiens	EGR4	ENSG00000135625	zf-C2H2	ENSP00000445626;ENSP00000419687;	1961
Homo_sapiens	DUXA	ENSG00000258873	Homeobox	ENSP00000452398;	503835
Homo_sapiens	ZNF493	ENSG00000196268	zf-C2H2	ENSP00000376110;ENSP00000347691;	284443
Homo_sapiens	CREBZF	ENSG00000137504	TF_bZIP	ENSP00000434281;ENSP00000260058;ENSP00000433459;ENSP00000435762;	58487
Homo_sapiens	PAX1	ENSG00000125813	PAX	ENSP00000481334;ENSP00000410355;ENSP00000381499;	5075
Homo_sapiens	THAP11	ENSG00000168286	THAP	ENSP00000304689;	57215
Homo_sapiens	ARID4A	ENSG00000032219	ARID	ENSP00000344556;ENSP00000397368;ENSP00000378597;ENSP00000416053;ENSP00000347602;	5926
Homo_sapiens	ZSCAN22	ENSG00000182318	zf-C2H2	ENSP00000332433;	342945
Homo_sapiens	ZNF729	ENSG00000196350	zf-C2H2	ENSP00000469582;	100287226
Homo_sapiens	ZNF221	ENSG00000159905	zf-C2H2	ENSP00000467367;ENSP00000251269;ENSP00000467446;ENSP00000477876;	7638
Homo_sapiens	FOXN1	ENSG00000109101	Fork_head	ENSP00000464645;ENSP00000226247;	8456
Homo_sapiens	MSGN1	ENSG00000151379	bHLH	ENSP00000281047;	343930
Homo_sapiens	OTX2	ENSG00000165588	TF_Otx	ENSP00000451272;ENSP00000386185;ENSP00000343819;ENSP00000451357;ENSP00000452336;	5015
Homo_sapiens	TCF7L1	ENSG00000152284	HMG	ENSP00000282111;	83439
Homo_sapiens	THAP6	ENSG00000174796	THAP	ENSP00000422402;ENSP00000423720;ENSP00000309007;ENSP00000427651;ENSP00000370217;	152815
Homo_sapiens	IRF2	ENSG00000168310	IRF	ENSP00000425037;ENSP00000427204;ENSP00000422860;ENSP00000424552;ENSP00000377218;	3660
Homo_sapiens	TFAP2D	ENSG00000008197	AP-2	ENSP00000008391;	83741
Homo_sapiens	ZNF239	ENSG00000196793	zf-C2H2	ENSP00000363569;ENSP00000398202;ENSP00000443907;ENSP00000307774;	8187
Homo_sapiens	EBF1	ENSG00000164330	COE	ENSP00000477809;ENSP00000370029;ENSP00000322898;ENSP00000428020;	1879
Homo_sapiens	GBX1	ENSG00000164900	Homeobox	ENSP00000297537;	2636
Homo_sapiens	REST	ENSG00000084093	zf-C2H2	ENSP00000311816;ENSP00000484836;ENSP00000492813;ENSP00000490969;ENSP00000484058;ENSP00000479151;ENSP00000484206;ENSP00000481650;ENSP00000492006;	5978
Homo_sapiens	CSDE1	ENSG00000009307	CSD	ENSP00000261443;ENSP00000435185;ENSP00000481762;ENSP00000437159;ENSP00000432958;ENSP00000407724;ENSP00000351329;ENSP00000358543;ENSP00000342408;ENSP00000431297;	7812
Homo_sapiens	ZNF641	ENSG00000167528	zf-C2H2	ENSP00000437832;ENSP00000449974;ENSP00000394627;ENSP00000301042;	121274
Homo_sapiens	ZNF90	ENSG00000213988	zf-C2H2	ENSP00000410466;	7643
Homo_sapiens	FOXN3	ENSG00000053254	Fork_head	ENSP00000451135;ENSP00000452005;ENSP00000450684;ENSP00000450833;ENSP00000451024;ENSP00000451437;ENSP00000479114;ENSP00000343288;ENSP00000452227;ENSP00000261302;	1112
Homo_sapiens	ZNF385A	ENSG00000161642	zf-C2H2	ENSP00000338927;ENSP00000446913;ENSP00000377849;ENSP00000449161;	25946
Homo_sapiens	ZNF727	ENSG00000214652	zf-C2H2	ENSP00000485448;	442319
Homo_sapiens	ZNF257	ENSG00000197134	zf-C2H2	ENSP00000470209;	113835
Homo_sapiens	C11orf95	ENSG00000188070	zf-BED	ENSP00000482180;	65998
Homo_sapiens	ZNF98	ENSG00000197360	zf-C2H2	ENSP00000350418;	148198
Homo_sapiens	PPARD	ENSG00000112033	THR-like	ENSP00000353916;ENSP00000413314;ENSP00000337063;ENSP00000414372;ENSP00000310928;	5467
Homo_sapiens	ZNF223	ENSG00000178386	zf-C2H2	ENSP00000467647;ENSP00000401947;	7766
Homo_sapiens	ZNF561	ENSG00000171469	zf-C2H2	ENSP00000393074;ENSP00000392013;ENSP00000303915;	93134
Homo_sapiens	CDX1	ENSG00000113722	Homeobox	ENSP00000477928;ENSP00000231656;	1044
Homo_sapiens	ZBTB3	ENSG00000185670	ZBTB	ENSP00000378286;	79842
Homo_sapiens	TADA2B	ENSG00000173011	MYB	ENSP00000308022;	93624
Homo_sapiens	LHX2	ENSG00000106689	Homeobox	ENSP00000394978;ENSP00000476200;ENSP00000362717;	9355
Homo_sapiens	AC005324.4	ENSG00000255104	zf-C2H2	ENSP00000458062;ENSP00000408168;	-
Homo_sapiens	MEIS2	ENSG00000134138	Homeobox	ENSP00000453793;ENSP00000475899;ENSP00000380749;ENSP00000453497;ENSP00000341400;ENSP00000453390;ENSP00000404185;ENSP00000339549;ENSP00000380745;ENSP00000452693;	4212
Homo_sapiens	MLXIPL	ENSG00000009950	bHLH	ENSP00000392636;ENSP00000346629;ENSP00000406296;ENSP00000412330;ENSP00000320886;	51085
Homo_sapiens	ZNF274	ENSG00000171606	zf-C2H2	ENSP00000484810;ENSP00000321209;ENSP00000409872;ENSP00000478533;ENSP00000321187;	10782
Homo_sapiens	HOXB2	ENSG00000173917	Homeobox	ENSP00000331741;	3212
Homo_sapiens	ZNF816	ENSG00000180257	zf-C2H2	ENSP00000350295;ENSP00000403266;	125893
Homo_sapiens	GTF3A	ENSG00000122034	zf-C2H2	ENSP00000389655;ENSP00000409175;ENSP00000370532;ENSP00000491190;	2971
Homo_sapiens	NKX2-4	ENSG00000125816	Homeobox	ENSP00000345147;	644524
Homo_sapiens	ZNF134	ENSG00000213762	zf-C2H2	ENSP00000379464;	7693
Homo_sapiens	ETV2	ENSG00000105672	ETS	ENSP00000368312;ENSP00000368309;ENSP00000475089;ENSP00000385369;ENSP00000384524;ENSP00000468453;	2116
Homo_sapiens	POU2F1	ENSG00000143190	Pou	ENSP00000414660;ENSP00000356840;ENSP00000356836;ENSP00000415993;ENSP00000401217;ENSP00000441285;	5451
Homo_sapiens	SALL1	ENSG00000103449	zf-C2H2	ENSP00000251020;ENSP00000407914;ENSP00000456777;	6299
Homo_sapiens	ZNF136	ENSG00000196646	zf-C2H2	ENSP00000344162;	7695
Homo_sapiens	SP140L	ENSG00000185404	SAND	ENSP00000397911;ENSP00000243810;ENSP00000379811;ENSP00000395195;	93349
Homo_sapiens	ZNF780B	ENSG00000128000	zf-C2H2	ENSP00000221355;ENSP00000484593;ENSP00000391641;	163131
Homo_sapiens	IRF5	ENSG00000128604	IRF	ENSP00000419950;ENSP00000417454;ENSP00000419056;ENSP00000419149;ENSP00000418534;ENSP00000420274;ENSP00000249375;ENSP00000385352;ENSP00000349770;ENSP00000483292;ENSP00000417770;ENSP00000418037;ENSP00000480058;	3663
Homo_sapiens	ZNF443	ENSG00000180855	zf-C2H2	ENSP00000301547;	10224
Homo_sapiens	ETV1	ENSG00000006468	ETS	ENSP00000385686;ENSP00000411626;ENSP00000385551;ENSP00000405327;ENSP00000382293;ENSP00000384085;ENSP00000384138;ENSP00000385381;ENSP00000242066;	2115
Homo_sapiens	HMG20B	ENSG00000064961	HMG	ENSP00000328269;ENSP00000402877;ENSP00000393904;ENSP00000410924;	10362
Homo_sapiens	PGR	ENSG00000082175	ESR-like	ENSP00000481227;ENSP00000436561;ENSP00000432914;ENSP00000325120;ENSP00000482698;ENSP00000436803;ENSP00000263463;ENSP00000432352;ENSP00000487607;	5241
Homo_sapiens	MYBL2	ENSG00000101057	MYB	ENSP00000380072;ENSP00000217026;	4605
Homo_sapiens	EGR2	ENSG00000122877	zf-C2H2	ENSP00000242480;ENSP00000402040;ENSP00000387634;	1959
Homo_sapiens	ZNF397	ENSG00000186812	zf-C2H2	ENSP00000331577;	84307
Homo_sapiens	NFATC2	ENSG00000101096	RHD	ENSP00000396471;ENSP00000379330;ENSP00000360619;ENSP00000477370;ENSP00000477342;ENSP00000477142;	4773
Homo_sapiens	OTX1	ENSG00000115507	TF_Otx	ENSP00000355631;ENSP00000282549;	5013
Homo_sapiens	CREM	ENSG00000095794	TF_bZIP	ENSP00000417807;ENSP00000363860;ENSP00000409220;ENSP00000420681;ENSP00000393538;ENSP00000417165;ENSP00000420511;ENSP00000345384;ENSP00000419075;ENSP00000417460;ENSP00000418336;ENSP00000417562;ENSP00000419684;ENSP00000346804;ENSP00000363853;ENSP00000420437;ENSP00000349387;ENSP00000341875;ENSP00000419018;ENSP00000337138;ENSP00000265372;ENSP00000417327;ENSP00000344365;ENSP00000379225;ENSP00000354593;ENSP00000363866;ENSP00000419810;	1390
Homo_sapiens	FOXO3	ENSG00000118689	Fork_head	ENSP00000339527;ENSP00000385824;	2309
Homo_sapiens	ZBTB6	ENSG00000186130	ZBTB	ENSP00000362763;ENSP00000362763;	10773
Homo_sapiens	ZNF433	ENSG00000197647	zf-C2H2	ENSP00000448099;ENSP00000393416;ENSP00000339767;	163059
Homo_sapiens	CREB1	ENSG00000118260	TF_bZIP	ENSP00000236995;ENSP00000405539;ENSP00000387699;	1385
Homo_sapiens	POU3F4	ENSG00000196767	Pou	ENSP00000495996;ENSP00000362296;	5456
Homo_sapiens	ZNF672	ENSG00000171161	zf-C2H2	ENSP00000426199;ENSP00000421915;ENSP00000427021;	79894
Homo_sapiens	ZNF329	ENSG00000181894	zf-C2H2	ENSP00000470008;ENSP00000439527;ENSP00000470323;ENSP00000350773;	79673
Homo_sapiens	SCRT1	ENSG00000261678	zf-C2H2	ENSP00000455711;	83482
Homo_sapiens	ZNF140	ENSG00000196387	zf-C2H2	ENSP00000445411;ENSP00000347755;	7699
Homo_sapiens	ZBED6	ENSG00000257315	zf-BED	ENSP00000447879;	100381270
Homo_sapiens	ZNF765	ENSG00000196417	zf-C2H2	ENSP00000379689;	91661
Homo_sapiens	CRX	ENSG00000105392	TF_Otx	ENSP00000221996;ENSP00000445565;	1406
Homo_sapiens	ZNF853	ENSG00000236609	zf-C2H2	ENSP00000455585;	54753
Homo_sapiens	BAZ2B	ENSG00000123636	MBD	ENSP00000339670;ENSP00000376533;ENSP00000393565;ENSP00000376534;	29994
Homo_sapiens	ZNF182	ENSG00000147118	zf-C2H2	ENSP00000366142;ENSP00000380165;	7569
Homo_sapiens	ZNF467	ENSG00000181444	zf-C2H2	ENSP00000304769;	168544
Homo_sapiens	ZNF253	ENSG00000256771	zf-C2H2	ENSP00000467235;ENSP00000468720;ENSP00000347868;ENSP00000492582;	56242
Homo_sapiens	PRDM10	ENSG00000170325	zf-C2H2	ENSP00000432237;ENSP00000302669;ENSP00000431262;ENSP00000351686;ENSP00000354118;ENSP00000398431;ENSP00000435940;	56980
Homo_sapiens	ZNF333	ENSG00000160961	zf-C2H2	ENSP00000292530;	84449
Homo_sapiens	PRDM1	ENSG00000057657	zf-C2H2	ENSP00000358092;ENSP00000358085;ENSP00000358087;	639
Homo_sapiens	ZIM3	ENSG00000141946	zf-C2H2	ENSP00000269834;	114026
Homo_sapiens	GATA4	ENSG00000136574	zf-GATA	ENSP00000435043;ENSP00000435712;ENSP00000435347;ENSP00000482268;ENSP00000334458;	2626
Homo_sapiens	GLIS2	ENSG00000126603	zf-C2H2	ENSP00000395547;ENSP00000262366;	84662
Homo_sapiens	ZNF180	ENSG00000167384	zf-C2H2	ENSP00000221327;ENSP00000375818;ENSP00000468021;	7733
Homo_sapiens	ZNF366	ENSG00000178175	zf-C2H2	ENSP00000313158;	167465
Homo_sapiens	SOX18	ENSG00000203883	HMG	ENSP00000341815;	54345
Homo_sapiens	ZFP1	ENSG00000184517	zf-C2H2	ENSP00000377080;ENSP00000457044;ENSP00000333192;	162239
Homo_sapiens	ZNF517	ENSG00000197363	zf-C2H2	ENSP00000432025;ENSP00000435166;ENSP00000436103;ENSP00000353058;	340385
Homo_sapiens	HOXD10	ENSG00000128710	Homeobox	ENSP00000249501;	3236
Homo_sapiens	ZNF112	ENSG00000062370	zf-C2H2	ENSP00000337081;ENSP00000346305;	7771
Homo_sapiens	CCDC88A	ENSG00000115355	TF_bZIP	ENSP00000480931;	55704
Homo_sapiens	ZNF628	ENSG00000197483	zf-C2H2	ENSP00000469591;ENSP00000465905;ENSP00000375598;	89887
Homo_sapiens	ZNF829	ENSG00000185869	zf-C2H2	ENSP00000429266;ENSP00000428679;	374899
Homo_sapiens	TADA2A	ENSG00000276234	MYB	ENSP00000484884;ENSP00000477709;ENSP00000480446;ENSP00000478363;ENSP00000481890;ENSP00000478162;ENSP00000481091;	6871
Homo_sapiens	ASCL3	ENSG00000176009	bHLH	ENSP00000435770;	56676
Homo_sapiens	ZNF688	ENSG00000229809	zf-C2H2	ENSP00000223459;ENSP00000455227;	146542
Homo_sapiens	ZNF784	ENSG00000179922	zf-C2H2	ENSP00000320096;	147808
Homo_sapiens	MYOD1	ENSG00000129152	bHLH	ENSP00000250003;	4654
Homo_sapiens	SMAD5	ENSG00000113658	MH1	ENSP00000422954;ENSP00000425749;ENSP00000446474;ENSP00000424279;ENSP00000441954;ENSP00000426696;	4090
Homo_sapiens	GSX1	ENSG00000169840	Homeobox	ENSP00000304331;	219409
Homo_sapiens	DMBX1	ENSG00000197587	Homeobox	ENSP00000361024;ENSP00000353132;	127343
Homo_sapiens	ZNF419	ENSG00000105136	zf-C2H2	ENSP00000390916;ENSP00000346136;ENSP00000221735;ENSP00000392129;ENSP00000299860;ENSP00000388864;ENSP00000414709;	79744
Homo_sapiens	SP110	ENSG00000135899	SAND	ENSP00000375902;ENSP00000258382;ENSP00000258381;ENSP00000439558;ENSP00000351488;	3431
Homo_sapiens	SALL3	ENSG00000256463	zf-C2H2	ENSP00000461451;ENSP00000481352;ENSP00000441823;ENSP00000439975;ENSP00000458360;	27164
Homo_sapiens	BBX	ENSG00000114439	HMG	ENSP00000385530;ENSP00000319974;ENSP00000413274;ENSP00000408358;ENSP00000407662;ENSP00000408297;ENSP00000403860;ENSP00000385518;ENSP00000414673;ENSP00000406554;ENSP00000403806;ENSP00000385317;ENSP00000413320;	56987
Homo_sapiens	FEZF2	ENSG00000153266	zf-C2H2	ENSP00000418804;ENSP00000418589;ENSP00000283268;	55079
Homo_sapiens	EBF2	ENSG00000221818	COE	ENSP00000386178;ENSP00000437909;ENSP00000430241;	64641
Homo_sapiens	HMGA2	ENSG00000149948	HMGA	ENSP00000346658;ENSP00000407306;ENSP00000437747;ENSP00000384026;ENSP00000443372;ENSP00000377205;ENSP00000439317;ENSP00000377206;ENSP00000440919;ENSP00000437621;	8091
Homo_sapiens	DACH1	ENSG00000276644	DACH	ENSP00000482245;ENSP00000481551;ENSP00000482493;ENSP00000482797;	1602
Homo_sapiens	SETDB1	ENSG00000143379	MBD	ENSP00000432348;ENSP00000271640;ENSP00000357965;	9869
Homo_sapiens	VAX2	ENSG00000116035	Homeobox	ENSP00000405114;ENSP00000234392;ENSP00000495231;	25806
Homo_sapiens	MEF2D	ENSG00000116604	SRF	ENSP00000477413;ENSP00000476788;ENSP00000353803;ENSP00000357223;ENSP00000271555;	4209
Homo_sapiens	ZNF273	ENSG00000198039	zf-C2H2	ENSP00000418719;	10793
Homo_sapiens	ZNF287	ENSG00000141040	zf-C2H2	ENSP00000379168;ENSP00000379169;	57336
Homo_sapiens	ZNF37A	ENSG00000075407	zf-C2H2	ENSP00000329141;ENSP00000354377;	7587
Homo_sapiens	RAX	ENSG00000134438	Homeobox	ENSP00000334813;	30062
Homo_sapiens	OSR2	ENSG00000164920	zf-C2H2	ENSP00000429910;ENSP00000430041;ENSP00000430780;ENSP00000402862;ENSP00000430074;ENSP00000414657;ENSP00000297565;	116039
Homo_sapiens	ZNF763	ENSG00000197054	zf-C2H2	ENSP00000402017;ENSP00000465145;ENSP00000369774;	284390
Homo_sapiens	TSHZ3	ENSG00000121297	zf-C2H2	ENSP00000240587;	57616
Homo_sapiens	ZNF555	ENSG00000186300	zf-C2H2	ENSP00000467893;ENSP00000334853;	148254
Homo_sapiens	HOXC10	ENSG00000180818	Homeobox	ENSP00000307321;	3226
Homo_sapiens	TOX	ENSG00000198846	HMG	ENSP00000354842;	9760
Homo_sapiens	KLF8	ENSG00000102349	zf-C2H2	ENSP00000417303;	11279
Homo_sapiens	ZNF235	ENSG00000159917	zf-C2H2	ENSP00000291182;	9310
Homo_sapiens	ZNF746	ENSG00000181220	zf-C2H2	ENSP00000395007;ENSP00000493970;ENSP00000345140;	155061
Homo_sapiens	VAX1	ENSG00000148704	Homeobox	ENSP00000277905;ENSP00000358207;	11023
Homo_sapiens	BARX2	ENSG00000043039	Homeobox	ENSP00000281437;	8538
Homo_sapiens	ZNF311	ENSG00000197935	zf-C2H2	ENSP00000366384;	282890
Homo_sapiens	RBPJ	ENSG00000168214	CSL	ENSP00000423703;ENSP00000339699;ENSP00000340124;ENSP00000423907;ENSP00000345206;ENSP00000305815;ENSP00000347659;ENSP00000423406;ENSP00000427170;ENSP00000354528;ENSP00000421804;	3516
Homo_sapiens	PDX1	ENSG00000139515	Homeobox	ENSP00000370421;	3651
Homo_sapiens	ZXDB	ENSG00000198455	zf-C2H2	ENSP00000364023;	158586
Homo_sapiens	ZNF528	ENSG00000167555	zf-C2H2	ENSP00000353652;	84436
Homo_sapiens	BATF3	ENSG00000123685	TF_bZIP	ENSP00000243440;	55509
Homo_sapiens	HOXC12	ENSG00000123407	Homeobox	ENSP00000243103;	3228
Homo_sapiens	SMAD1	ENSG00000170365	MH1	ENSP00000426568;ENSP00000305769;ENSP00000377652;ENSP00000424959;ENSP00000424649;ENSP00000427002;ENSP00000425270;	4086
Homo_sapiens	ZFP91	ENSG00000186660	zf-C2H2	ENSP00000339030;	80829
Homo_sapiens	HMX2	ENSG00000188816	Homeobox	ENSP00000341108;	3167
Homo_sapiens	ZNF416	ENSG00000083817	zf-C2H2	ENSP00000196489;	55659
Homo_sapiens	ZNF776	ENSG00000152443	zf-C2H2	ENSP00000321812;	284309
Homo_sapiens	SPDEF	ENSG00000124664	ETS	ENSP00000363149;ENSP00000442715;	25803
Homo_sapiens	ARID3C	ENSG00000205143	ARID	ENSP00000368189;	138715
Homo_sapiens	ZNF417	ENSG00000173480	zf-C2H2	ENSP00000472272;ENSP00000311319;	147687
Homo_sapiens	FOXO1	ENSG00000150907	Fork_head	ENSP00000368880;	2308
Homo_sapiens	ZNF709	ENSG00000242852	zf-C2H2	ENSP00000380840;	163051
Homo_sapiens	FOXH1	ENSG00000160973	Fork_head	ENSP00000366534;	8928
Homo_sapiens	ZNF80	ENSG00000174255	zf-C2H2	ENSP00000417192;ENSP00000483565;ENSP00000309812;	7634
Homo_sapiens	ZNF296	ENSG00000170684	zf-C2H2	ENSP00000302770;ENSP00000479435;	162979
Homo_sapiens	ZFX	ENSG00000005889	zf-C2H2	ENSP00000438233;ENSP00000368486;ENSP00000343384;ENSP00000368475;ENSP00000304985;	7543
Homo_sapiens	SP4	ENSG00000105866	zf-C2H2	ENSP00000222584;	6671
Homo_sapiens	ID1	ENSG00000125968	bHLH	ENSP00000365280;ENSP00000365273;	3397
Homo_sapiens	ZNF701	ENSG00000167562	zf-C2H2	ENSP00000301093;ENSP00000444339;ENSP00000375662;ENSP00000479648;	55762
Homo_sapiens	CEBPB	ENSG00000172216	TF_bZIP	ENSP00000305422;	1051
Homo_sapiens	ZNF66	ENSG00000160229	zf-C2H2	ENSP00000461425;	7617
Homo_sapiens	TULP2	ENSG00000104804	Tub	ENSP00000429131;ENSP00000221399;	7288
Homo_sapiens	RFX1	ENSG00000132005	RFX	ENSP00000254325;	5989
Homo_sapiens	ZNF724	ENSG00000196081	zf-C2H2	ENSP00000413411;	440519
Homo_sapiens	GRHL2	ENSG00000083307	CP2	ENSP00000379260;ENSP00000495564;ENSP00000251808;	79977
Homo_sapiens	ZNF879	ENSG00000234284	zf-C2H2	ENSP00000414887;	345462
Homo_sapiens	TEAD3	ENSG00000007866	TEA	ENSP00000345772;ENSP00000492431;	7005
Homo_sapiens	ZNF541	ENSG00000118156	zf-C2H2	ENSP00000313258;ENSP00000375770;	84215
Homo_sapiens	ZNF610	ENSG00000167554	zf-C2H2	ENSP00000324441;ENSP00000327597;ENSP00000485001;ENSP00000383922;ENSP00000471021;ENSP00000477617;	162963
Homo_sapiens	ELK4	ENSG00000158711	ETS	ENSP00000289703;ENSP00000350681;ENSP00000483628;ENSP00000484946;	2005
Homo_sapiens	TERF1	ENSG00000147601	MYB	ENSP00000276603;ENSP00000276602;	7013
Homo_sapiens	RXRG	ENSG00000143171	RXR-like	ENSP00000482458;ENSP00000352900;	6258
Homo_sapiens	USF2	ENSG00000105698	bHLH	ENSP00000368429;ENSP00000471099;ENSP00000222305;ENSP00000470081;ENSP00000471511;ENSP00000340633;ENSP00000469364;ENSP00000471775;	7392
Homo_sapiens	ZNF35	ENSG00000169981	zf-C2H2	ENSP00000379368;	7584
Homo_sapiens	FOXO4	ENSG00000184481	Fork_head	ENSP00000363377;ENSP00000342209;	4303
Homo_sapiens	RFX2	ENSG00000087903	RFX	ENSP00000306335;ENSP00000467166;ENSP00000352076;ENSP00000467736;ENSP00000465122;	5990
Homo_sapiens	CTCFL	ENSG00000124092	zf-C2H2	ENSP00000243914;ENSP00000437999;ENSP00000413713;ENSP00000477165;ENSP00000476783;ENSP00000360239;ENSP00000477412;ENSP00000476718;ENSP00000476398;ENSP00000399061;ENSP00000477488;ENSP00000403369;ENSP00000409344;ENSP00000415329;ENSP00000476458;ENSP00000476577;ENSP00000415579;ENSP00000439998;ENSP00000392034;	140690
Homo_sapiens	AFF1	ENSG00000172493	AF-4	ENSP00000425755;ENSP00000424483;ENSP00000305689;ENSP00000378578;ENSP00000427593;ENSP00000440843;ENSP00000424766;ENSP00000424881;	4299
Homo_sapiens	ZNF775	ENSG00000196456	zf-C2H2	ENSP00000417483;ENSP00000330838;	285971
Homo_sapiens	ELF2	ENSG00000109381	ETS	ENSP00000377782;ENSP00000368867;ENSP00000426087;ENSP00000351458;ENSP00000397796;ENSP00000426997;ENSP00000368868;	1998
Homo_sapiens	ZNF32	ENSG00000169740	zf-C2H2	ENSP00000363556;ENSP00000379143;	7580
Homo_sapiens	LHX5	ENSG00000089116	Homeobox	ENSP00000261731;	64211
Homo_sapiens	SOHLH1	ENSG00000165643	bHLH	ENSP00000298466;ENSP00000404438;	402381
Homo_sapiens	NSD2	ENSG00000109685	HMG	ENSP00000372348;ENSP00000424482;ENSP00000372347;ENSP00000425761;ENSP00000399251;ENSP00000372351;ENSP00000423972;ENSP00000308780;ENSP00000421681;ENSP00000329167;ENSP00000381311;	7468
Homo_sapiens	HMGB4	ENSG00000176256	HMG	ENSP00000429214;ENSP00000430919;	127540
Homo_sapiens	ZBTB44	ENSG00000196323	ZBTB	ENSP00000433457;ENSP00000433457;ENSP00000435413;ENSP00000432558;ENSP00000434177;ENSP00000434177;ENSP00000380861;ENSP00000380861;ENSP00000436187;ENSP00000436187;ENSP00000408079;ENSP00000350574;	29068
Homo_sapiens	ZNF444	ENSG00000167685	zf-C2H2	ENSP00000468069;ENSP00000338860;	55311
Homo_sapiens	NKX2-5	ENSG00000183072	Homeobox	ENSP00000327758;	1482
Homo_sapiens	ARID5B	ENSG00000150347	ARID	ENSP00000308862;ENSP00000279873;	84159
